iteration,feature_selector,classification_model,best_model_n_features,selected_features,best_params,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,false_negative_test,false_positive_test
12,Logit,RFC,8,"Pattern_2154 (0.4033),Pattern_4376 (0.2140),Pattern_5811 (0.1500),Pattern_4466 (0.0799),Pattern_573 (0.0624),Pattern_604 (0.0605),Pattern_894 (0.0219),Pattern_395 (0.0079)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:1.0,feature_selector__n_features:8",0.859375,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.875,0.875,0.7,0.7777777777777777,"GL105,MSK2199,UWM1207",GL28
12,Logit,XGB,6,"Pattern_604 (0.4564),Pattern_2154 (0.3083),Pattern_4376 (0.1569),Pattern_5811 (0.0391),Pattern_4466 (0.0272),Pattern_573 (0.0122)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:6",0.859375,0.7948717948717948,0.7560975609756098,0.7749999999999999,0.875,0.875,0.7,0.7777777777777777,"GL105,MSK2199,UWM1207",GL28
12,Lasso,RFC,8,"Pattern_4376 (0.2081),Pattern_2154 (0.1865),Pattern_5814 (0.1661),Pattern_5811 (0.1570),Pattern_4054 (0.1134),Pattern_5849 (0.0760),Pattern_2194 (0.0612),Pattern_1613 (0.0317)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:8",0.8671875,0.8,0.7804878048780488,0.7901234567901235,0.875,0.875,0.7,0.7777777777777777,"E36,MSK2199,UWM1207",E39
12,Lasso,XGB,4,"Pattern_2154 (0.4313),Pattern_5814 (0.3533),Pattern_4376 (0.1313),Pattern_5811 (0.0842)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.875,0.8205128205128205,0.7804878048780488,0.8,0.8125,0.75,0.6,0.6666666666666665,"GL105,GL29,MSK2199,UWM1207","E39,GL28"
12,ENNS,RFC,8,"Pattern_2154 (0.3140),Pattern_5811 (0.2618),Pattern_4825 (0.1703),Pattern_5849 (0.0949),Pattern_5141 (0.0600),Pattern_5206 (0.0439),Pattern_212 (0.0364),Pattern_473 (0.0187)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:8",0.890625,0.8648648648648649,0.7804878048780488,0.8205128205128206,0.875,0.875,0.7,0.7777777777777777,"GL105,MSK2199,UWM1207",GL28
12,ENNS,XGB,4,"Pattern_5849 (0.7142),Pattern_2154 (0.1866),Pattern_5811 (0.0992),Pattern_212 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.84375,0.7837837837837838,0.7073170731707317,0.7435897435897435,0.875,0.875,0.7,0.7777777777777777,"GL105,MSK2199,UWM1207",GL28
13,Logit,RFC,6,"Pattern_4376 (0.3862),Pattern_1332 (0.2234),Pattern_5064 (0.1580),Pattern_5811 (0.1102),Pattern_832 (0.0923),Pattern_5331 (0.0299)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:6",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.78125,0.6153846153846154,0.8,0.6956521739130435,"E36,E54","MSK813,E60,CDC339,MSK800,E27"
13,Logit,XGB,8,"Pattern_4376 (0.7214),Pattern_5064 (0.1686),Pattern_1332 (0.0641),Pattern_5811 (0.0339),Pattern_832 (0.0042),Pattern_5331 (0.0039),Pattern_543 (0.0037),Pattern_604 (0.0002)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:8",0.8671875,0.8529411764705882,0.7073170731707317,0.7733333333333334,0.8125,0.6666666666666666,0.8,0.7272727272727272,"E36,E54","MSK813,CDC339,MSK800,E27"
13,Lasso,RFC,8,"Pattern_4376 (0.4532),Pattern_2154 (0.1588),Pattern_4054 (0.1339),Pattern_4470 (0.0681),Pattern_5814 (0.0662),Pattern_4825 (0.0595),Pattern_667 (0.0368),Pattern_1561 (0.0234)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.75,feature_selector__n_features:8",0.875,0.8378378378378378,0.7560975609756098,0.7948717948717948,0.8125,0.6666666666666666,0.8,0.7272727272727272,"E36,E54","MSK813,CDC339,MSK800,E27"
13,Lasso,XGB,2,"Pattern_4825 (0.6572),Pattern_4376 (0.3428)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.78125,0.6153846153846154,0.8,0.6956521739130435,"E36,E54","MSK813,E60,CDC339,MSK800,E27"
13,ENNS,RFC,6,"Pattern_4376 (0.4854),Pattern_2154 (0.1990),Pattern_832 (0.1399),Pattern_604 (0.1014),Pattern_4825 (0.0605),Pattern_395 (0.0138)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:1.0,feature_selector__n_features:6",0.859375,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.75,0.5625,0.9,0.6923076923076923,E54,"MSK813,E60,CDC339,MSK800,UWM1197,E27,MSK2386"
13,ENNS,XGB,8,"Pattern_4825 (0.5615),Pattern_604 (0.2230),Pattern_4376 (0.1857),Pattern_832 (0.0119),Pattern_395 (0.0068),Pattern_2154 (0.0060),Pattern_5841 (0.0052),Pattern_2716 (0.0000)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:8",0.8671875,0.8529411764705882,0.7073170731707317,0.7733333333333334,0.78125,0.6153846153846154,0.8,0.6956521739130435,"E36,E54","MSK813,E60,CDC339,MSK800,E27"
14,Logit,RFC,10,"Pattern_2154 (0.1894),Pattern_4376 (0.1336),Pattern_543 (0.1249),Pattern_5811 (0.0935),Pattern_1139 (0.0932),Pattern_2006 (0.0838),Pattern_1332 (0.0754),Pattern_573 (0.0742),Pattern_4357 (0.0669),Pattern_604 (0.0651)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.859375,0.7948717948717948,0.7560975609756098,0.7749999999999999,0.90625,0.8888888888888888,0.8,0.8421052631578948,"FM14,E30",E27
14,Logit,XGB,6,"Pattern_2154 (0.3819),Pattern_4376 (0.2850),Pattern_2006 (0.1199),Pattern_573 (0.0956),Pattern_543 (0.0835),Pattern_1332 (0.0341)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:6",0.84375,0.7837837837837838,0.7073170731707317,0.7435897435897435,0.875,0.8,0.8,0.8000000000000002,"FM14,E30","E27,GL28"
14,Lasso,RFC,10,"Pattern_2154 (0.1986),Pattern_4376 (0.1547),Pattern_543 (0.1465),Pattern_1139 (0.1331),Pattern_4054 (0.1029),Pattern_5890 (0.0697),Pattern_1571 (0.0598),Pattern_667 (0.0537),Pattern_5036 (0.0416),Pattern_5849 (0.0395)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.921875,0.8974358974358975,0.8536585365853658,0.875,0.78125,0.6666666666666666,0.6,0.631578947368421,"FM14,MSK799,E30,MSK2107","E27,GL28,MSK848"
14,Lasso,XGB,10,"Pattern_5036 (0.3435),Pattern_5849 (0.2381),Pattern_2154 (0.1915),Pattern_543 (0.0690),Pattern_4376 (0.0634),Pattern_4054 (0.0629),Pattern_1139 (0.0316),Pattern_667 (0.0000),Pattern_5890 (0.0000),Pattern_1571 (0.0000)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.875,0.8205128205128205,0.7804878048780488,0.8,0.90625,0.8888888888888888,0.8,0.8421052631578948,"FM14,E30",GL28
14,ENNS,RFC,4,"Pattern_2154 (0.4981),Pattern_4376 (0.4177),Pattern_6743 (0.0544),Pattern_3327 (0.0299)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:4",0.8671875,0.8,0.7804878048780488,0.7901234567901235,0.90625,0.8888888888888888,0.8,0.8421052631578948,"FM14,E30",GL28
14,ENNS,XGB,4,"Pattern_2154 (0.9287),Pattern_4376 (0.0713),Pattern_6743 (0.0000),Pattern_3327 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:4",0.8359375,0.7272727272727273,0.7804878048780488,0.7529411764705882,0.875,0.8,0.8,0.8000000000000002,"FM14,E30","E27,GL28"
15,Logit,RFC,4,"Pattern_2154 (0.2928),Pattern_1139 (0.2756),Pattern_4376 (0.2595),Pattern_573 (0.1721)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:4",0.8359375,0.75,0.7317073170731707,0.7407407407407408,0.9375,1.0,0.8,0.888888888888889,"E34,E36",
15,Logit,XGB,10,"Pattern_2154 (0.4341),Pattern_4376 (0.1767),Pattern_1139 (0.1649),Pattern_5064 (0.0675),Pattern_604 (0.0659),Pattern_1332 (0.0394),Pattern_4466 (0.0256),Pattern_573 (0.0162),Pattern_4359 (0.0074),Pattern_4357 (0.0022)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:10",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.9375,1.0,0.8,0.888888888888889,"E34,E36",
15,Lasso,RFC,2,"Pattern_1139 (0.5044),Pattern_2154 (0.4956)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.8125,0.6808510638297872,0.7804878048780488,0.7272727272727273,0.84375,0.6923076923076923,0.9,0.7826086956521738,E34,"CDC340,MSK2415,MSK2422,MSK815"
15,Lasso,XGB,8,"Pattern_3681 (0.4502),Pattern_5849 (0.3677),Pattern_5814 (0.0487),Pattern_1139 (0.0441),Pattern_2154 (0.0387),Pattern_4059 (0.0269),Pattern_2194 (0.0209),Pattern_4376 (0.0028)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:8",0.875,0.8571428571428571,0.7317073170731707,0.7894736842105263,0.8125,0.7,0.7,0.7,"E34,GL29,E36","MSK2415,MSK2422,MSK815"
15,ENNS,RFC,2,"Pattern_1139 (0.5044),Pattern_2154 (0.4956)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.8125,0.6808510638297872,0.7804878048780488,0.7272727272727273,0.84375,0.6923076923076923,0.9,0.7826086956521738,E34,"CDC340,MSK2415,MSK2422,MSK815"
15,ENNS,XGB,8,"Pattern_2154 (0.5249),Pattern_1139 (0.2805),Pattern_4357 (0.1626),Pattern_4360 (0.0320),Pattern_779 (0.0000),Pattern_45 (0.0000),Pattern_4165 (0.0000),Pattern_1137 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:8",0.84375,0.7837837837837838,0.7073170731707317,0.7435897435897435,0.9375,0.9,0.9,0.9,E34,CDC340
16,Logit,RFC,8,"Pattern_2154 (0.2016),Pattern_1332 (0.1334),Pattern_2006 (0.1278),Pattern_4376 (0.1271),Pattern_573 (0.1242),Pattern_4409 (0.1117),Pattern_543 (0.0906),Pattern_5064 (0.0836)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:8",0.890625,0.9090909090909092,0.7317073170731707,0.8108108108108109,0.78125,0.6666666666666666,0.6,0.631578947368421,"MSK2384,E36,E38,MSK2199","CDC339,UWM1206,MSK800"
16,Logit,XGB,10,"Pattern_2154 (0.2781),Pattern_1332 (0.1878),Pattern_2006 (0.1772),Pattern_573 (0.1397),Pattern_4376 (0.0510),Pattern_1139 (0.0445),Pattern_5811 (0.0361),Pattern_543 (0.0345),Pattern_4409 (0.0303),Pattern_5064 (0.0208)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.8984375,0.9117647058823528,0.7560975609756098,0.8266666666666665,0.8125,0.7,0.7,0.7,"MSK2384,E38,MSK2199","CDC339,UWM1206,MSK800"
16,Lasso,RFC,10,"Pattern_2154 (0.3179),Pattern_1332 (0.1491),Pattern_4376 (0.1413),Pattern_2194 (0.0975),Pattern_4751 (0.0952),Pattern_2645 (0.0687),Pattern_4404 (0.0514),Pattern_4470 (0.0429),Pattern_6367 (0.0260),Pattern_5513 (0.0101)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:10",0.890625,0.9090909090909092,0.7317073170731707,0.8108108108108109,0.78125,0.6666666666666666,0.6,0.631578947368421,"MSK2384,E36,E38,MSK2199","CDC339,UWM1206,MSK800"
16,Lasso,XGB,4,"Pattern_4751 (0.5904),Pattern_5513 (0.3820),Pattern_2154 (0.0192),Pattern_2194 (0.0083)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.8828125,0.9642857142857144,0.6585365853658537,0.782608695652174,0.75,0.625,0.5,0.5555555555555556,"MSK2384,E67,E36,E38,MSK2199","CDC339,UWM1206,MSK800"
16,ENNS,RFC,8,"Pattern_2154 (0.2734),Pattern_4731 (0.1767),Pattern_4751 (0.1560),Pattern_1156 (0.0948),Pattern_4248 (0.0874),Pattern_4825 (0.0850),Pattern_4404 (0.0837),Pattern_1093 (0.0428)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:8",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,0.7,0.7,0.7,"MSK2384,E38,MSK2199","CDC339,UWM1206,MSK800"
16,ENNS,XGB,10,"Pattern_4731 (0.9262),Pattern_4825 (0.0284),Pattern_2154 (0.0163),Pattern_4404 (0.0124),Pattern_4751 (0.0089),Pattern_4466 (0.0032),Pattern_1093 (0.0031),Pattern_5941 (0.0006),Pattern_4248 (0.0005),Pattern_1156 (0.0004)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.859375,0.8484848484848485,0.6829268292682927,0.7567567567567567,0.8125,0.7,0.7,0.7,"MSK2384,E38,MSK2199","CDC339,UWM1206,MSK800"
17,Logit,RFC,10,"Pattern_4376 (0.2192),Pattern_2154 (0.1633),Pattern_543 (0.1593),Pattern_1139 (0.1136),Pattern_2006 (0.1122),Pattern_4466 (0.0816),Pattern_1332 (0.0543),Pattern_604 (0.0408),Pattern_573 (0.0311),Pattern_4357 (0.0245)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:1.0,feature_selector__n_features:10",0.84375,0.7560975609756098,0.7560975609756098,0.7560975609756099,0.90625,1.0,0.7,0.8235294117647058,"UWM1207,GL62,E30",
17,Logit,XGB,8,"Pattern_4376 (0.5870),Pattern_2154 (0.1607),Pattern_2006 (0.1105),Pattern_573 (0.0390),Pattern_4466 (0.0368),Pattern_543 (0.0355),Pattern_1139 (0.0253),Pattern_1332 (0.0052)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:8",0.8515625,0.8055555555555556,0.7073170731707317,0.7532467532467532,0.9375,1.0,0.8,0.888888888888889,"UWM1207,E30",
17,Lasso,RFC,10,"Pattern_4376 (0.1888),Pattern_2154 (0.1772),Pattern_543 (0.1637),Pattern_4054 (0.1033),Pattern_5814 (0.0975),Pattern_4404 (0.0954),Pattern_5802 (0.0610),Pattern_2194 (0.0433),Pattern_5303 (0.0399),Pattern_1496 (0.0300)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.8515625,0.775,0.7560975609756098,0.7654320987654322,0.90625,1.0,0.7,0.8235294117647058,"UWM1207,GL62,E30",
17,Lasso,XGB,6,"Pattern_5303 (0.8977),Pattern_4376 (0.0421),Pattern_2154 (0.0202),Pattern_5814 (0.0173),Pattern_4404 (0.0131),Pattern_543 (0.0096)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:6",0.8828125,0.8611111111111112,0.7560975609756098,0.8051948051948052,0.875,1.0,0.6,0.7499999999999999,"MSK2448,UWM1207,GL62,E30",
17,ENNS,RFC,10,"Pattern_4376 (0.3313),Pattern_2154 (0.2672),Pattern_5849 (0.1843),Pattern_5303 (0.0812),Pattern_4327 (0.0586),Pattern_5890 (0.0191),Pattern_463 (0.0172),Pattern_64 (0.0145),Pattern_859 (0.0136),Pattern_2529 (0.0129)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.8515625,0.7619047619047619,0.7804878048780488,0.7710843373493976,0.90625,1.0,0.7,0.8235294117647058,"UWM1207,GL62,E30",
17,ENNS,XGB,10,"Pattern_5849 (0.2943),Pattern_5303 (0.2755),Pattern_4327 (0.2113),Pattern_5890 (0.0844),Pattern_4376 (0.0831),Pattern_2154 (0.0514),Pattern_859 (0.0000),Pattern_64 (0.0000),Pattern_463 (0.0000),Pattern_2529 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:10",0.890625,0.935483870967742,0.7073170731707317,0.8055555555555556,0.875,1.0,0.6,0.7499999999999999,"UWM1207,GL62,MSK2107,E30",
18,Logit,RFC,6,"Pattern_2154 (0.2380),Pattern_543 (0.2035),Pattern_1332 (0.1791),Pattern_4376 (0.1360),Pattern_2006 (0.1254),Pattern_573 (0.1181)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:6",0.859375,0.7948717948717948,0.7560975609756098,0.7749999999999999,0.78125,0.6363636363636364,0.7,0.6666666666666666,"E7,MSK2384,E34","MSK800,UWM1196,MSK2425,E59"
18,Logit,XGB,4,"Pattern_2154 (0.4246),Pattern_543 (0.3922),Pattern_1332 (0.1724),Pattern_573 (0.0108)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:4",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.75,0.5833333333333334,0.7,0.6363636363636365,"E7,MSK2384,E34","MSK800,MSK1324,UWM1196,MSK2425,E59"
18,Lasso,RFC,4,"Pattern_2154 (0.4008),Pattern_543 (0.3636),Pattern_2257 (0.1327),Pattern_5849 (0.1029)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:4",0.875,0.8205128205128205,0.7804878048780488,0.8,0.84375,0.7777777777777778,0.7,0.7368421052631577,"E7,MSK2384,E34","MSK800,MSK1324"
18,Lasso,XGB,4,"Pattern_5849 (0.5650),Pattern_2154 (0.2487),Pattern_543 (0.1863),Pattern_2257 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:4",0.8515625,0.84375,0.6585365853658537,0.7397260273972602,0.875,0.875,0.7,0.7777777777777777,"E7,MSK2384,E34",MSK800
18,ENNS,RFC,8,"Pattern_2154 (0.2079),Pattern_1332 (0.1904),Pattern_543 (0.1837),Pattern_573 (0.1075),Pattern_4409 (0.0943),Pattern_5811 (0.0828),Pattern_4579 (0.0817),Pattern_5849 (0.0517)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:8",0.8515625,0.7894736842105263,0.7317073170731707,0.7594936708860759,0.78125,0.6363636363636364,0.7,0.6666666666666666,"E7,MSK2384,E34","MSK800,UWM1196,MSK2425,E59"
18,ENNS,XGB,4,"Pattern_5849 (0.7886),Pattern_2154 (0.1099),Pattern_1332 (0.0585),Pattern_4409 (0.0431)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:4",0.8359375,0.75,0.7317073170731707,0.7407407407407408,0.84375,0.7777777777777778,0.7,0.7368421052631577,"E7,MSK2384,E34","MSK800,MSK1324"
19,Logit,RFC,10,"Pattern_4376 (0.1755),Pattern_1139 (0.1489),Pattern_2154 (0.1341),Pattern_4357 (0.0994),Pattern_1332 (0.0974),Pattern_4466 (0.0821),Pattern_2006 (0.0743),Pattern_573 (0.0707),Pattern_543 (0.0696),Pattern_604 (0.0479)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.84375,0.7560975609756098,0.7560975609756098,0.7560975609756099,0.90625,1.0,0.7,0.8235294117647058,"E36,UWM1207,E46",
19,Logit,XGB,10,"Pattern_4376 (0.7345),Pattern_2154 (0.1032),Pattern_2006 (0.0895),Pattern_1139 (0.0161),Pattern_604 (0.0148),Pattern_1332 (0.0129),Pattern_4466 (0.0089),Pattern_4357 (0.0089),Pattern_573 (0.0058),Pattern_543 (0.0053)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:10",0.875,0.8378378378378378,0.7560975609756098,0.7948717948717948,0.9375,1.0,0.8,0.888888888888889,"UWM1207,E46",
19,Lasso,RFC,4,"Pattern_4376 (0.3721),Pattern_2154 (0.3152),Pattern_1139 (0.2849),Pattern_5849 (0.0277)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:1.0,feature_selector__n_features:4",0.8359375,0.7272727272727273,0.7804878048780488,0.7529411764705882,0.875,0.8,0.8,0.8000000000000002,"UWM1207,E46","E60,MSK1324"
19,Lasso,XGB,10,"Pattern_2154 (0.2684),Pattern_5849 (0.2537),Pattern_4376 (0.2196),Pattern_1139 (0.1217),Pattern_2194 (0.0730),Pattern_5814 (0.0636)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.8515625,0.8055555555555556,0.7073170731707317,0.7532467532467532,0.90625,1.0,0.7,0.8235294117647058,"E36,UWM1207,E46",
19,ENNS,RFC,2,"Pattern_4376 (0.5264),Pattern_2154 (0.4736)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.8359375,0.7272727272727273,0.7804878048780488,0.7529411764705882,0.875,0.8,0.8,0.8000000000000002,"UWM1207,E46","E60,MSK1324"
19,ENNS,XGB,6,"Pattern_4376 (0.9185),Pattern_2154 (0.0493),Pattern_1139 (0.0306),Pattern_4357 (0.0016),Pattern_64 (0.0000),Pattern_120 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:6",0.84375,0.8181818181818182,0.6585365853658537,0.7297297297297297,0.875,0.875,0.7,0.7777777777777777,"E36,UWM1207,E46",E60
20,Logit,RFC,4,"Pattern_1139 (0.3394),Pattern_4357 (0.2468),Pattern_2154 (0.2403),Pattern_4376 (0.1735)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:4",0.8515625,0.75,0.8048780487804879,0.7764705882352942,0.6875,0.5,0.5,0.5,"GL79,CDC344,MSK807,UWM1207,E34","MSK1258,MSK2415,MSK2422,MSK1090,E27"
20,Logit,XGB,2,"Pattern_1139 (0.6516),Pattern_4357 (0.3484)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:2",0.8515625,0.75,0.8048780487804879,0.7764705882352942,0.6875,0.5,0.5,0.5,"GL79,CDC344,MSK807,UWM1207,E34","MSK1258,MSK2415,MSK2422,MSK1090,E27"
20,Lasso,RFC,2,"Pattern_1139 (0.5456),Pattern_2154 (0.4544)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.84375,0.7142857142857143,0.8536585365853658,0.7777777777777778,0.71875,0.5454545454545454,0.6,0.5714285714285713,"GL79,MSK807,UWM1207,E34","MSK1258,MSK2415,MSK2422,MSK1090,E27"
20,Lasso,XGB,6,"Pattern_5849 (0.4959),Pattern_1139 (0.2138),Pattern_2547 (0.1310),Pattern_2154 (0.0857),Pattern_5513 (0.0736),Pattern_1613 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:6",0.8984375,0.9375,0.7317073170731707,0.821917808219178,0.8125,1.0,0.4,0.5714285714285715,"GL79,CDC344,MSK807,UWM1207,E67,E34",
20,ENNS,RFC,8,"Pattern_1139 (0.3214),Pattern_2154 (0.3084),Pattern_5849 (0.2064),Pattern_5303 (0.0627),Pattern_3774 (0.0409),Pattern_212 (0.0325),Pattern_64 (0.0195),Pattern_14 (0.0081)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:8",0.8671875,0.7608695652173914,0.8536585365853658,0.8045977011494252,0.71875,0.5454545454545454,0.6,0.5714285714285713,"GL79,MSK807,UWM1207,E34","MSK1258,MSK2415,MSK2422,MSK1090,E27"
20,ENNS,XGB,4,"Pattern_5849 (0.5972),Pattern_1139 (0.2983),Pattern_2154 (0.1045),Pattern_212 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:4",0.8515625,0.8235294117647058,0.6829268292682927,0.7466666666666667,0.84375,1.0,0.5,0.6666666666666666,"GL79,CDC344,MSK807,UWM1207,E34",
21,Logit,RFC,8,"Pattern_2154 (0.2375),Pattern_4376 (0.1564),Pattern_1139 (0.1477),Pattern_5062 (0.1330),Pattern_543 (0.1043),Pattern_5064 (0.0977),Pattern_573 (0.0662),Pattern_1332 (0.0571)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:8",0.8984375,0.868421052631579,0.8048780487804879,0.8354430379746836,0.75,0.6,0.6,0.6,"MSK2199,E54,E32,E30","E35,E53,CDC339,MSK800"
21,Logit,XGB,6,"Pattern_2154 (0.3622),Pattern_4376 (0.2774),Pattern_5064 (0.1446),Pattern_573 (0.1080),Pattern_543 (0.0599),Pattern_5062 (0.0478)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:6",0.890625,0.8857142857142857,0.7560975609756098,0.8157894736842105,0.8125,0.75,0.6,0.6666666666666665,"MSK2199,E54,E32,E30","CDC339,MSK800"
21,Lasso,RFC,10,"Pattern_2154 (0.2150),Pattern_4376 (0.2127),Pattern_5062 (0.1774),Pattern_4751 (0.1419),Pattern_5513 (0.0768),Pattern_2547 (0.0575),Pattern_5036 (0.0421),Pattern_4470 (0.0345),Pattern_1555 (0.0216),Pattern_667 (0.0205)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:10",0.875,0.8205128205128205,0.7804878048780488,0.8,0.8125,0.75,0.6,0.6666666666666665,"MSK2199,E54,E32,E30","CDC339,MSK800"
21,Lasso,XGB,4,"Pattern_5036 (0.5398),Pattern_2154 (0.3678),Pattern_5513 (0.0924),Pattern_4470 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:4",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,0.7,0.7,0.7,"MSK2199,E54,E30","CDC339,GL28,MSK800"
21,ENNS,RFC,2,"Pattern_4376 (0.5052),Pattern_2154 (0.4948)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.8515625,0.75,0.8048780487804879,0.7764705882352942,0.8125,0.7,0.7,0.7,"MSK2199,E54,E30","CDC339,GL28,MSK800"
