strain,HR_INDEX
808,0.9904055912762091
1129,0.8549117021901922
1,0.8136082982877273
1119,0.8001702132620125
794,0.7620303327017414
799,0.7117056775407222
802,0.6729777075243539
2,0.6720276838196175
2640,0.6667480528784986
297,0.6596460710421042
489,0.6588918137148991
5,0.634745858453007
478,0.6197170432159113
1004,0.6105925776418675
51,0.59009145003617
795,0.5866341773741306
1015,0.5852514675121343
1762,0.5779073445727836
812,0.5747237540596541
2649,0.5694579354419178
33,0.5666721056372863
296,0.5655923378504955
2057,0.5555266921539652
315,0.540824786785757
34,0.5372786804056868
543,0.5367803007839067
2094,0.5193130115590223
67,0.5089902182026658
520,0.49475452632934436
624,0.4922521590900749
485,0.49209802858928453
544,0.49143318336771646
522,0.48371665616737486
314,0.4818295634423812
49,0.476158930441127
264,0.47136410888864244
2646,0.4681858131502792
65,0.45777910690350915
282,0.4522169156649917
2648,0.45097437498942405
2162,0.4470754839385217
2647,0.4462383960016032
17,0.43821186038491056
2387,0.43790007320670477
2161,0.4312132468773315
1394,0.4222147416536488
18,0.4040984123837581
2384,0.4003342455924481
2389,0.3760675197654436
1399,0.3749365232912535
2456,0.3622727437938942
2390,0.34169791570080044
2199,0.3356343278156499
810,0.33398428028578864
2191,0.3181126413610118
809,0.31758807001128553
2107,0.28987407078601996
2108,0.27918846157051225
803,0.27363654016831074
490,0.2641297554818638
2448,0.26191104101256857
806,0.26157584898642683
800,0.18661326438152748
807,0.1702310203083994
2499,0.1598347424549433
1398,0.15233298068007906
2426,0.15090317298260214
2425,0.13879085282932435
1298,0.12623248909783866
2529,0.1248840786967859
1324,0.12178418595837799
2233,0.09447538860771063
1895,0.056164870588376936
2413,0.054313264278791455
249,0.04720842272232045
813,0.04325320882619943
815,0.038893880055885774
1325,0.03147066713576227
1700,0.029941794328605727
846,0.0143803904005461
2234,0.01412451227831826
1241,0.013558520065929128
814,0.013558520065929128
891,0.013358098091235948
2123,0.013358098091235948
811,0.013358098091235948
2412,0.013358098091235948
850,0.013358098091235948
1666,0.013358098091235948
844,0.013358098091235948
2406,0.013358098091235948
2124,0.013358098091235948
2399,0.013358098091235948
1884,0.013358098091235948
2386,0.013358098091235948
1082,0.013358098091235948
1882,0.013358098091235948
281,0.013358098091235948
250,0.013358098091235948
923,0.013358098091235948
848,0.013358098091235948
1191,0.013358098091235948
925,0.013358098091235948
1302,0.013358098091235948
1258,0.013358098091235948
265,0.013358098091235948
1286,0.013358098091235948
2524,0.013358098091235948
2159,0.012660144406460369
1894,0.009776812207982788
1891,0.009776812207982788
2422,0.00956261089622329
2415,0.002702818432710863
1090,0.001971636506198249
804,0.0008203643419264187
247,0.0008203643419264187
620,0.0007497625443385614
1892,0.00017831521981143128
