strain,HR_INDEX
1892,0.00017819304451310858
620,0.0007496398644605273
247,0.0008203606641887253
804,0.0008203606641887253
1090,0.001971512747423576
2415,0.002702694028313246
2422,0.009562480434729848
1894,0.009777080053168566
1891,0.009777080053168566
2159,0.01266049966250364
2412,0.013357964278383039
1302,0.013357964278383039
848,0.013357964278383039
891,0.013357964278383039
1286,0.013357964278383039
844,0.013357964278383039
281,0.013357964278383039
2124,0.013357964278383039
1082,0.013357964278383039
811,0.013357964278383039
1882,0.013357964278383039
250,0.013357964278383039
2524,0.013357964278383039
1191,0.013357964278383039
925,0.013357964278383039
2406,0.013357964278383039
2123,0.013357964278383039
1258,0.013357964278383039
923,0.013357964278383039
265,0.013357964278383039
850,0.013357964278383039
2386,0.013357964278383039
2399,0.013357964278383039
1884,0.013357964278383039
1666,0.013357964278383039
814,0.013558902557053627
1241,0.013558902557053627
2234,0.01412491192801533
846,0.014380797807422975
1700,0.029942465458701082
1325,0.03147132522441774
815,0.038895030611662114
813,0.043254491539021736
249,0.04720950507080911
2413,0.05431456863208936
1895,0.056166224459789096
2233,0.09447773183443606
1324,0.12178743117987903
2529,0.12488690675204428
1298,0.12623564686303906
2425,0.1387944108046143
2426,0.1509070405304839
1398,0.15233619064381626
2499,0.15983887856715334
807,0.1702349644602811
800,0.18661815468567428
806,0.2615823671112741
2448,0.26191681142137435
490,0.26413590533701026
803,0.2736430410772657
2108,0.2791953649236811
2107,0.2898811631757278
809,0.3175963839912722
2191,0.3181204341093296
810,0.33399233179406845
2199,0.3356427033185529
2390,0.3417052843849274
2456,0.36228092757806274
1399,0.3749450805910612
2389,0.37607566862411473
2384,0.4003432574054314
18,0.40410744978663105
1394,0.422224465481843
2161,0.4312229262384706
2387,0.4379099905995947
17,0.43822160438220137
2647,0.4462479566316967
2162,0.4470856605734268
2648,0.4509840287452733
282,0.4522267591052629
65,0.4577891256146823
2646,0.46819585605105596
264,0.47137449457263336
49,0.47616957486016115
314,0.48184029186575594
522,0.48372744712206667
544,0.49144407687772595
485,0.49210893050579574
624,0.49226299574251486
520,0.4947654242923284
67,0.5090016807080211
2094,0.5193245819765935
543,0.5367921268584258
34,0.5372906421187778
315,0.5408366193082723
2057,0.5555389288228936
296,0.5656047391762961
33,0.5666847874263355
2649,0.5694703042103127
812,0.5747370175626936
1762,0.5779202848021581
1015,0.5852646956939094
795,0.5866470102369621
51,0.590104543036567
1004,0.6106063992387001
478,0.6197305850356757
5,0.6347601068265379
489,0.6589066233042031
297,0.6596605814346179
2640,0.6667628320077801
2,0.672042775187145
802,0.6729926265843051
799,0.7117219109131687
794,0.7620468570868566
1119,0.8001883210530514
1,0.8136263840346101
1129,0.8549309830636563
808,0.9904135333090773
