"","CDC335","CDC336","CDC337","CDC338","E45","E46","FM14","E14","E35","E53","UWM1197","UWM1198","MSK1882","MSK1884","MSK2123","MSK811","MSK2124","MSK2524","MSK2529","MSK1891","MSK1895","MSK1892","MSK1894","MSK2233","MSK2234","MSK2386","MSK844","CDC339","MSK800","MSK813","MSK799","CDC343","MSK2389","MSK802","MSK2387","MSK803","MSK1394","MSK1398","MSK1399","MSK2159","MSK2161","MSK794","MSK806","MSK489","MSK490","UWM1206","GL29","MSK2640","MSK2390","MSK2646","MSK2648","MSK795","MSK2647","MSK2649","UWM1199","MSK2107","MSK2108","MSK1666","E5","MSK1","MSK2","MSK18","MSK17","MSK2162","MSK315","MSK1004","MSK1015","MSK2094","MSK296","MSK314","MSK478","MSK34","MSK2057","MSK297","MSK51","MSK264","MSK520","MSK522","MSK544","MSK485","MSK543","MSK624","MSK33","MSK49","MSK67","MSK5","MSK65","MSK1762","MSK282","MSK1119","MSK1129","MSK812","E67","MSK1191","MSK620","MSK810","MSK808","MSK2448","MSK2456","E1","E38","E39","E27","GL122","MSK2384","MSK814","E60","MSK2412","CDC340","MSK2425","MSK2426","MSK807","E15","E75","E23","E25","E58","E59","E3","GL79","GL62","MSK815","MSK2415","MSK2422","MSK1082","MSK1090","MSK1241","MSK1258","MSK2413","MSK2499","GL16","E16","E18","E19","E17","E24","E22","MSK247","MSK846","MSK1324","MSK1325","MSK1700","GL18","UWM1195","UWM1204","E12","E33","E66","E78","E74","E20","E21","E9","CDC342","MSK2199","MSK809","UWM1196","E57","E11","E42","E13","E68","E80","E37","E40","E81","E4","E44","E54","E71","E51","E61","E47","E62","E64","E70","E41","E49","E34","E72","E43","E7","E63","CDC344","GL105","GL23","E36","GL28","E30","E50","E6","E65","E79","E56","E31","E69","E48","E10","UWM1208","E32","MSK2399","MSK2406","MSK1286","MSK1298","MSK1302","MSK249","MSK250","MSK281","MSK265","MSK804","MSK891","MSK923","MSK925","E52","E73","MSK848","MSK850","MSK2191","UWM1207"
"CDC335",0.0007719133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC336",0,0.0017793247,0.0013084244,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0,0
"CDC337",0,0.0013084244,0.0017467317,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0.0005746019,0,0
"CDC338",0,0.0005746019,0.0005746019,0.0164572608,0.0130871309,0.0130871309,0.0116122195,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0104197068,0.0104197068,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.007720237,0.007720237,0.007720237,0.0062698981,0.0062698981,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0028131189,0.0028131189,0.0021172877,0.0021172877,0.0021172877,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0012652454,0.0012652454,0.0012652454,0.0012652454,0,0
"E45",0,0.0005746019,0.0005746019,0.0130871309,0.0161800555,0.0156898549,0.0116122195,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0104197068,0.0104197068,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.007720237,0.007720237,0.007720237,0.0062698981,0.0062698981,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0028131189,0.0028131189,0.0021172877,0.0021172877,0.0021172877,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0012652454,0.0012652454,0.0012652454,0.0012652454,0,0
"E46",0,0.0005746019,0.0005746019,0.0130871309,0.0156898549,0.0161506079,0.0116122195,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0104197068,0.0104197068,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.007720237,0.007720237,0.007720237,0.0062698981,0.0062698981,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0028131189,0.0028131189,0.0021172877,0.0021172877,0.0021172877,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0012652454,0.0012652454,0.0012652454,0.0012652454,0,0
"FM14",0,0.0005746019,0.0005746019,0.0116122195,0.0116122195,0.0116122195,0.0165045475,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0104197068,0.0104197068,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.007720237,0.007720237,0.007720237,0.0062698981,0.0062698981,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0028131189,0.0028131189,0.0021172877,0.0021172877,0.0021172877,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0012652454,0.0012652454,0.0012652454,0.0012652454,0,0
"E14",0,0.0005746019,0.0005746019,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0140718997,0.0126818055,0.0126818055,0.0126818055,0.0126818055,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0104197068,0.0104197068,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.007720237,0.007720237,0.007720237,0.0062698981,0.0062698981,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0028131189,0.0028131189,0.0021172877,0.0021172877,0.0021172877,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0012652454,0.0012652454,0.0012652454,0.0012652454,0,0
"E35",0,0.0005746019,0.0005746019,0.0110095049,0.0110095049,0.0110095049,0.0110095049,0.0126818055,0.0140028647,0.0131345909,0.0128800916,0.0128800916,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0113518199,0.0104197068,0.0104197068,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.0091593889,0.007720237,0.007720237,0.007720237,0.0062698981,0.0062698981,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0059119139,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0042870622,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0029888977,0.0028131189,0.0028131189,0.0021172877,0.0021172877,0.0021172877,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0019575831,0.0012652454,0.0012652454,0.0012652454,0.0012652454,0,0
